,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
4165,6530,11097,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Scullers Women Solid Black Tops
4166,6531,26427,Women,Accessories,Bags,Handbags,Maroon,Summer,2015.0,Casual,Spice Art Women Leatherette Maroon Handbag
4167,6532,12612,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Ed Hardy Men Printed Orange Tshirts
4168,6533,3245,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Puma Men's Benecio Leather Black White Shoe
4169,6534,2397,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Brown Casual Shoe
4170,6536,48458,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2012.0,Casual,French Connection Men Blue & White Check Shorts
4171,6537,23969,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Peter England Men White Printed T-shirt
4172,6538,54007,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey Handbag
4173,6541,23155,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Mark Taylor Men White Printed T-shirt
4174,6542,47410,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Grey Bag
4175,6543,15053,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoe
4176,6545,4404,Men,Apparel,Topwear,Tshirts,Black,Spring,2013.0,Casual,Nirvana Men's Guitar Image Discharge Black T-shirt
4177,6548,39299,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Chief Men Brown Sandals
4178,6549,41383,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Wrangler Women Blossom Navy Blue Top
4179,6550,24714,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Puma Men Volley HP Brown Casual Shoes
4180,6552,26043,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,John Miller Men Grey Shirt
4181,6553,29837,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Basics Men Yellow Checked Shirt
4182,6554,3621,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Puma Men's Neon Cat Black Flip Flop
4183,6555,17704,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011.0,Casual,Vans unisex Old Skool Red Casual Shoes
4184,6557,34586,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress
4185,6558,6353,Girls,Footwear,Sandal,Sandals,Pink,Summer,2015.0,Casual,Crocs Girls Pink Clogs
4186,6560,35454,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt
4187,6561,7281,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Batman Men's The Dark Knight Light Grey T-shirt
4188,6562,13196,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Basket Clean Black Casual Shoes
4189,6564,9129,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Bolt Faas 400 Black Sports Shoes
4190,6565,30314,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Heavy Weight Red T-shirt
4191,6566,26271,Men,Apparel,Topwear,Tshirts,Off White,Summer,2013.0,Casual,Proline Men Off-white Polo T-shirt
4192,6567,55783,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2013.0,Casual,Converse Men Brown Casual Shoes
4193,6568,12044,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
4194,6569,6161,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Medal Blue Lapis T-shirt
4195,6570,47246,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2013.0,Casual,Playboy Men Green Casual Shoes
4196,6571,9915,Women,Accessories,Bags,Handbags,White,Fall,2011.0,Casual,Puma Women Core Lite Shopper White Bags
4197,6572,17536,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
4198,6574,29239,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,ADIDAS Men Pural Black Sandals
4199,6575,51323,Unisex,Accessories,Bags,Laptop Bag,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey & Black Checked Spawn Laptop Bag
4200,6576,46394,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue & Black Check Shirt
4201,6577,12878,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Provogue Men Formal Black Formal Shoes
4202,6578,35666,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013.0,Casual,U.S. Polo Assn. Men Blue Flip Flops
4203,6579,4636,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Adi Stylite Low White Blue Shoe
4204,6580,39897,Women,Footwear,Sandal,Sports Sandals,Black,Summer,2012.0,Casual,ADIDAS Women Black Yorgio Sandals
4205,6581,15261,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Women Superstar 2 White Casual Shoes
4206,6582,20186,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Tony Check Blue Shirt
4207,6584,38945,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top
4208,6585,37131,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Wills Lifestyle Men Striped Lavender Shirt
4209,6587,59972,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Black Dress
4210,6588,21868,Girls,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Chhota Bheem Kids Girls Are You Game Pink Top
4211,6591,24526,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Mother Earth Men Maroon Shirt
4212,6592,10713,Women,Apparel,Bottomwear,Capris,Blue,Winter,2011.0,Sports,Nike Women Blue Dri-Fit Capris
4213,6593,24946,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,United Colors of Benetton Kids Girls White Printed Top
4214,6595,21408,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt
4215,6596,25894,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Femella Women Olive Green Spaghetti Top
4216,6597,57488,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Formal,Lee Cooper Men Black  Shoes
4217,6599,38525,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Black Taisoku Casual Shoes
4218,6603,9575,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Puma Unisex Echo Pink Backpacks
4219,6607,29665,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Indigo Nation Men Striped Purple Shirt
4220,6608,3873,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Quality Gurtd Blue T-shirt
4221,6609,22883,Men,Footwear,Sandal,Sandals,Khaki,Winter,2015.0,Casual,Woodland Men Khaki Casual Sandals
4222,6611,18310,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wills Lifestyle Men Striped Black T-Shirt
4223,6613,23951,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Provogue Men Black Sweater
4224,6614,48460,Men,Apparel,Bottomwear,Shorts,Green,Summer,2012.0,Casual,French Connection Men Green & White Check Cargo Shorts
4225,6620,11893,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,Franco Leone Men Casual Black Sandals
4226,6621,4058,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Drink N Drive White T-shirt
4227,6624,4864,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men Real Madrid White Jersey
4228,6626,9323,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,FILA Men Ventaggio White Sports Shoes
4229,6628,3619,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Puma Men's Neon Cat Navy Blue Flip Flop
4230,6629,51915,Women,Accessories,Bags,Handbags,Blue,Summer,2016.0,Casual,Nyk Women Ink Blue Biker Sling Bag
4231,6631,30922,Women,Apparel,Bottomwear,Skirts,Rust,Summer,2012.0,Ethnic,Fabindia Women Printed Rust Skirt
4232,6634,1972,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Kalenji Mens White T-shirt
4233,6636,15857,Unisex,Footwear,Sandal,Sandals,Blue,Spring,2013.0,Casual,Warner Bros Kids Unisex LT Blug Clog Blue Sandals
4234,6637,32649,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black Shorts
4235,6638,40269,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Scullers Men White T-shirt
4236,6640,14985,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,ADIDAS Men Printed Blue Sweatshirts
4237,6641,15259,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Women Top Ten low Sleek White Casual Shoes
4238,6642,59176,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,2012.0,Casual,Gliders Men Olive Shoes
4239,6643,56902,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels
4240,6644,37935,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Mineral Women Teal Top
4241,6645,38141,Unisex,Accessories,Bags,Backpacks,Orange,Summer,2015.0,Casual,Wildcraft Unisex Orange & Grey Backpack
4242,6647,9111,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Puma Men Exsis 2 Blue Sports Shoes
4243,6650,18546,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Tan Heels
4244,6651,6965,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,s.Oliver Men's Generous Grey T-shirt
4245,6653,13992,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Puma Women Body Train Grey Sports Shoes
4246,6654,6159,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Men's Slash Black T-shirt
4247,6655,12840,Boys,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Ant Kids Brown Striped T-Shirt
4248,6657,13368,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Timberland Women Juniors Grey Casual Shoes
4249,6660,28929,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Mr. Men Printed Navy Blue T-shirt
4250,6662,31038,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Arrow Sport Men blue Printed T-shirt
4251,6663,8205,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Stripe Langley Navy Blue T-Shirts
4252,6665,19652,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,United Colors of Benetton Women White Printed Top
4253,6668,52758,Women,Accessories,Bags,Handbags,Brown,Fall,2012.0,Casual,Fiorelli Women Chocolate Brown Leather Handbag
4254,6669,20378,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Urban Yoga Women Printed Black Sweatshirt
4255,6670,58262,Women,Accessories,Bags,Clutches,Bronze,Summer,2012.0,Casual,Baggit Women Bronze Clutch
4256,6671,1986,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Womens Blue V Neck T-shirt
4257,6672,39255,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes
4258,6674,5728,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Acciomax White Shoe
4259,6675,57824,Women,Apparel,Bottomwear,Trousers,Green,Fall,2012.0,Casual,United Colors of Benetton Green Trouser
4260,6676,38989,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Yellow T-shirt
4261,6678,39067,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Arrow Sport Men Green T-shirt
4262,6683,6991,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,s.Oliver Men's Polo Grey Collar White T-shirt
4263,6684,7843,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Women's Axis XT White Blue Shoe
4264,6687,13966,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Solid White Tshirts
4265,6688,34778,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag
4266,6689,16428,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Levi's Men Printed Charcoal Tshirts
4267,6690,37599,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Madagascar3 Boys Yellow Printed T-Shirt
4268,6692,25860,Unisex,Accessories,Bags,Laptop Bag,Grey,Winter,2015.0,Casual,American Tourister Unisex Speedair Grey Laptop Bag
4269,6693,44857,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
4270,6694,33139,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Printed Grey T-shirt
4271,6697,11269,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Laced Crew Black T-Shirts
4272,6699,19004,Women,Apparel,Topwear,Jackets,Red,Summer,2011.0,Casual,ADIDAS Originals Women Firebird Red Jacket
4273,6702,8453,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Jealous 21 Women Jealous Randa Black Top Black Tops
4274,6703,9581,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,Puma Unisex Flow Grey Backpacks
4275,6704,2169,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Probase Men Red & Blue Shirt
4276,6705,19838,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Red Shirt
4277,6706,3887,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Men's Pride To Ride Washed Red T-shirt
4278,6709,22877,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Woodland Men Olive Casual Shoes
4279,6710,49546,Women,Accessories,Bags,Handbags,Maroon,Summer,2012.0,Casual,Rocia Women Maroon Handbag
4280,6712,3289,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Guerrilla Men's I Like What I See White T-shirt
4281,6716,27539,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Green & Blue Shirt
4282,6717,48494,Women,Apparel,Bottomwear,Jeans,Black,Winter,2011.0,Casual,French Connection Women Black Jeans
4283,6718,42992,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,Nike Men White Ballista Sports Shoes
4284,6719,7629,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Summer Graphic White T-shirt
4285,6721,23199,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Green Check Shirt
4286,6722,28571,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Women You Wish Blue T-shirt
4287,6724,14529,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Mark Taylor Men Printed Red Tshirts
4288,6726,11867,Men,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011.0,Casual,Playboy Men Casual Yellow Slippers
4289,6727,5942,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ADIDAS Women Redy Black Shoe
4290,6728,10189,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Blue Shirts
4291,6729,4890,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt
4292,6730,39631,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men T-Lite White Sports Shoes
4293,6732,30313,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Karma Off White T-shirt
4294,6733,13191,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011.0,Casual,Puma Men Eco ortholite Green Casual Shoes
4295,6736,55784,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2014.0,Casual,Converse Men Black Casual Shoes
4296,6737,12043,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Blue Striped Shirt
4297,6738,7888,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Pack of 3 T-shirts
4298,6739,26276,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Proline Men Charcoal Grey Polo T-shirt
4299,6740,3414,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Mens Game over T-shirt
4300,6741,42733,Women,Footwear,Shoes,Flats,Brown,Summer,2012.0,Casual,Rocia Women Brown Sandals
4301,6743,9912,Unisex,Accessories,Bags,Duffel Bag,Black,Fall,2011.0,Casual,Puma Unisex Dizzy Barrel Black Duffle Bag
4302,6745,47241,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Blue  Casual Shoes
4303,6746,6166,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men's City Stormy Grey T-shirt
4304,6747,35661,Men,Footwear,Sandal,Sandals,White,Summer,2012.0,Casual,U.S. Polo Assn. Men White Sandals
4305,6748,46393,Men,Apparel,Topwear,Shirts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Shirt
4306,6749,51324,Unisex,Accessories,Bags,Backpacks,Black,Summer,2010.0,Casual,Wildcraft Unisex Black & Grey Houndstooth Print One-Shoulder Bag
4307,6750,15266,Women,Footwear,Shoes,Casual Shoes,Gold,Fall,2011.0,Casual,ADIDAS Originals Women Top Ten HI Sleek Gold Casual Shoes
4308,6751,59149,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Fortune Men Brown Formal Shoes
4309,6752,39890,Men,Footwear,Shoes,Sports Shoes,White,Fall,2013.0,Sports,ADIDAS Men White Desma Sports Shoes
4310,6753,4631,Women,Footwear,Shoes,Flats,Pink,Summer,2011.0,Casual,ADIDAS Women Libria  Pink Flats
4311,6754,38942,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys Check White Shirt
4312,6756,20181,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Wrangler Men Colorado Grey Shirt
4313,6757,59975,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & Purple Dress
4314,6758,32444,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2015.0,Sports,ADIDAS Men Navy Blue Shorts
4315,6760,10714,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Women Trainng track pants Black Track Pants
4316,6762,40064,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Graphic T-shirt
4317,6764,4403,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Rolling Stone Men's Union Jack Black T-shirt
4318,6765,21261,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Skybags Unisex Black Backpack
4319,6766,15054,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoe
4320,6770,41384,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink Shirt
4321,6771,15868,Unisex,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Playlogs Brown Sandals
4322,6772,40256,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt
4323,6773,27196,Girls,Apparel,Dress,Dresses,Yellow,Summer,2012.0,Casual,Doodle Girls Yellow Dress
4324,6774,30121,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Flying Machine Men Grey Polo T-shirt
4325,6775,3626,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2011.0,Casual,Puma Unisex Tropi Cat Red White Flip Flop
4326,6776,12271,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Genesis Men Stripes Blue Shirts
4327,6777,19699,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Shirt
4328,6778,26044,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,John Miller Men Pink Shirt
4329,6780,34581,Women,Apparel,Dress,Dresses,Maroon,Summer,2012.0,Casual,Tonga Women Maroon Dress
4330,6783,35453,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys Printed White T-shirt
4331,6784,7286,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Mickey Men's Big White T-shirt
4332,6785,26878,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Jealous 21 Women Printed Yellow Top
4333,6786,37760,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Check Blue Shirt
4334,6787,44292,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Indian Terrain Men Green Check Shirt
4335,6788,45340,Women,Footwear,Shoes,Heels,Silver,Summer,2016.0,Party,Cobblerz Women Silver-Toned Sandals
4336,6789,4067,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Crocs Men Yukon Khaki Brown Sandal
4337,6791,10142,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Captoe Brown Casual Shoes
4338,6794,11090,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts
4339,6796,3242,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men's Street White Shoe
4340,6797,42165,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Status Quo Men Black T-shirt
4341,6798,12615,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Ed Hardy Men Printed Maroon Tshirts
4342,6799,54000,Women,Accessories,Bags,Handbags,Cream,Summer,2012.0,Casual,Kiara Women Cream Handbag
4343,6800,9778,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men  White Polo Tshirts
4344,6801,2390,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Semi Black Casual Shoe
4345,6807,47417,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Baggit Women Red Bag
4346,6808,23152,Men,Apparel,Topwear,Shirts,White,Winter,2011.0,Formal,Genesis White Formal Shirt
4347,6810,12427,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Casual Brown Casual Shoes
4348,6811,26612,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Cell Turin Perf 2 Black Sports Shoes
4349,6812,8498,Women,Apparel,Bottomwear,Skirts,Grey,Fall,2011.0,Casual,Forever New Women Coral Check Grey Skirts
4350,6813,3070,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Women's Shlokas Green T-shirt
4351,6815,17969,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Puma Men Surf Black Slipper
4352,6817,35205,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2013.0,Casual,Wildcraft Unisex Blue & Black Backpack
4353,6820,17155,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Blue Shirt
4354,6821,47625,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Portia Women White Flats
4355,6822,18921,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Levis Men Classics  Red Shirt
4356,6823,6502,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Black Formal Shoes
4357,6824,5387,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Kalenji Kapteren 50 Black Pink
4358,6826,21437,Women,Accessories,Bags,Backpacks,Blue,Winter,2012.0,Casual,Roxy Women Blue Backpack
4359,6827,15602,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012.0,Casual,Nike Men Casual Black Sweatshirts
4360,6829,36480,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,Spinn Men Benzeen Brown Shoes
4361,6830,10370,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Women White T-shirt
4362,6831,1727,Unisex,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Newfeel Unisex Black Lightweight Shoes
4363,6832,40400,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Tonga Women Red & White Top
4364,6836,14516,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Green Striped Shirt
4365,6837,5141,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Wrangler Women Orange T-shirt
4366,6838,37794,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,John Players Men Stripes Brown Shirt
4367,6840,4093,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Classic Polo Men's Navy With Orange White Stripes T-shirt
4368,6841,11858,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Playboy Men Casual Black Slippers
4369,6846,25251,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Lino Perros Women Leatherette Orange Handbag
4370,6847,11064,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Solid Purple Shirts
4371,6848,41714,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Wedges
4372,6849,31463,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Black Football Jersey
4373,6850,22848,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Shoes
4374,6851,49579,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Heels
4375,6854,13733,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Belmonte Men Check Blue Shirts
4376,6855,43043,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Indigo Nation Navy Blue Shirt
4377,6857,51586,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Wrangler Women Blue Giselle Jeans
4378,6859,7616,Men,Accessories,Bags,Messenger Bag,Green,Summer,2011.0,Casual,Wrangler Men Olive Canvas Bag
4379,6861,34111,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Doodle Girls Striped Navy Blue Top
4380,6865,3084,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Probase Men's Cartoon Red T-shirt
4381,6866,43271,Women,Accessories,Bags,Handbags,Black,Spring,2013.0,Casual,Murcia Women Black Handbag
4382,6868,2156,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2011.0,Casual,Basics Men Navy Polo T-shirt
